"STATEFP","COUNTYFP","TRACTCE","GEOID","NAME","NAMELSAD","MTFCC","FUNCSTAT","ALAND","AWATER","INTPTLAT","INTPTLON","GEOID.1","hhincome"
"17","031","770400","17031770400","7704","Census Tract 7704","G5020","S","5175588","18740","+42.0246767","-087.9740263","17031770400",68984
"17","031","800100","17031800100","8001","Census Tract 8001","G5020","S","3167132","3084998","+42.1339745","-087.7477294","17031800100",250001
"17","031","800300","17031800300","8003","Census Tract 8003","G5020","S","3233913","207366","+42.1125387","-087.7574932","17031800300",204148
"17","031","812900","17031812900","8129","Census Tract 8129","G5020","S","1117349","0","+41.8763226","-087.7953122","17031812900",111607
"17","031","813000","17031813000","8130","Census Tract 8130","G5020","S","833025","0","+41.8763621","-087.7806602","17031813000",104792
"17","031","813100","17031813100","8131","Census Tract 8131","G5020","S","992592","0","+41.8690097","-087.7816188","17031813100",91250
"17","031","800500","17031800500","8005","Census Tract 8005","G5020","S","3396166","0","+42.1002313","-087.7407469","17031800500",211042
"17","031","821101","17031821101","8211.01","Census Tract 8211.01","G5020","S","1720124","0","+41.7382829","-087.7621853","17031821101",63429
"17","031","821102","17031821102","8211.02","Census Tract 8211.02","G5020","S","1968487","0","+41.7429218","-087.7492511","17031821102",63388
"17","031","821300","17031821300","8213","Census Tract 8213","G5020","S","1752587","154299","+41.6551198","-087.6674619","17031821300",43870
"17","031","821002","17031821002","8210.02","Census Tract 8210.02","G5020","S","2216277","0","+41.7415272","-087.7764294","17031821002",58153
"17","031","828401","17031828401","8284.01","Census Tract 8284.01","G5020","S","3788007","0","+41.5679857","-087.6651958","17031828401",67778
"17","031","828402","17031828402","8284.02","Census Tract 8284.02","G5020","S","3859035","95149","+41.5696515","-087.6409799","17031828402",46713
"17","031","828504","17031828504","8285.04","Census Tract 8285.04","G5020","S","10563103","18847","+41.4811153","-087.5506588","17031828504",45625
"17","031","420100","17031420100","4201","Census Tract 4201","G5020","S","761045","623125","+41.7825689","-087.5795042","17031420100",19750
"17","031","420200","17031420200","4202","Census Tract 4202","G5020","S","277261","0","+41.7834680","-087.5935208","17031420200",37143
"17","031","420400","17031420400","4204","Census Tract 4204","G5020","S","245128","0","+41.7831699","-087.6035584","17031420400",12306
"17","031","420700","17031420700","4207","Census Tract 4207","G5020","S","650530","0","+41.7766914","-087.6106933","17031420700",18983
"17","031","805402","17031805402","8054.02","Census Tract 8054.02","G5020","S","1975529","0","+42.0297739","-087.8113312","17031805402",71044
"17","031","805501","17031805501","8055.01","Census Tract 8055.01","G5020","S","2023150","0","+42.0196065","-087.8378985","17031805501",92500
"17","031","829600","17031829600","8296","Census Tract 8296","G5020","S","1605835","0","+41.4734290","-087.6330430","17031829600",48958
"17","031","420800","17031420800","4208","Census Tract 4208","G5020","S","347603","0","+41.7769097","-087.6032569","17031420800",34333
"17","031","470100","17031470100","4701","Census Tract 4701","G5020","S","1589028","0","+41.7282207","-087.5964894","17031470100",25287
"17","031","480100","17031480100","4801","Census Tract 4801","G5020","S","659618","0","+41.7352410","-087.5757292","17031480100",61495
"17","031","480200","17031480200","4802","Census Tract 4802","G5020","S","286108","0","+41.7351241","-087.5898829","17031480200",45441
"17","031","480300","17031480300","4803","Census Tract 4803","G5020","S","415735","0","+41.7291940","-087.5879725","17031480300",34107
"17","031","480400","17031480400","4804","Census Tract 4804","G5020","S","1809911","0","+41.7284498","-087.5756385","17031480400",50426
"17","031","805502","17031805502","8055.02","Census Tract 8055.02","G5020","S","1849506","0","+42.0171511","-087.8239844","17031805502",125764
"17","031","805600","17031805600","8056","Census Tract 8056","G5020","S","1890905","0","+42.0025082","-087.8309177","17031805600",134167
"17","031","830001","17031830001","8300.01","Census Tract 8300.01","G5020","S","2643928","45221","+41.4924088","-087.7697665","17031830001",40417
"17","031","830006","17031830006","8300.06","Census Tract 8300.06","G5020","S","5771655","38765","+41.5004956","-087.7262566","17031830006",54575
"17","031","650400","17031650400","6504","Census Tract 6504","G5020","S","1098627","0","+41.7653247","-087.7171803","17031650400",48634
"17","031","650500","17031650500","6505","Census Tract 6505","G5020","S","3246103","0","+41.7622187","-087.7320352","17031650500",61972
"17","031","660400","17031660400","6604","Census Tract 6604","G5020","S","645646","0","+41.7825321","-087.7080441","17031660400",43772
"17","031","800600","17031800600","8006","Census Tract 8006","G5020","S","1539664","0","+42.0887819","-087.7143349","17031800600",214875
"17","031","801000","17031801000","8010","Census Tract 8010","G5020","S","2533856","0","+42.0723092","-087.7348644","17031801000",113299
"17","031","801100","17031801100","8011","Census Tract 8011","G5020","S","1873164","0","+42.0751828","-087.7149697","17031801100",162328
"17","031","801200","17031801200","8012","Census Tract 8012","G5020","S","1947011","3492924","+42.0788722","-087.6848300","17031801200",194423
"17","031","811402","17031811402","8114.02","Census Tract 8114.02","G5020","S","1618177","0","+41.9266487","-087.8748227","17031811402",62014
"17","031","813400","17031813400","8134","Census Tract 8134","G5020","S","1110013","0","+41.8609814","-087.7666419","17031813400",52274
"17","031","813200","17031813200","8132","Census Tract 8132","G5020","S","1116204","0","+41.8690617","-087.7969689","17031813200",130880
"17","031","821401","17031821401","8214.01","Census Tract 8214.01","G5020","S","854021","0","+41.6662101","-087.6578735","17031821401",43560
"17","031","805702","17031805702","8057.02","Census Tract 8057.02","G5020","S","1676144","0","+41.9920564","-087.8468300","17031805702",115417
"17","031","805802","17031805802","8058.02","Census Tract 8058.02","G5020","S","1746701","25989","+42.0152617","-087.8473873","17031805802",90504
"17","031","821402","17031821402","8214.02","Census Tract 8214.02","G5020","S","1676854","92477","+41.6614309","-087.6520323","17031821402",49300
"17","031","821600","17031821600","8216","Census Tract 8216","G5020","S","3554092","0","+41.7300219","-087.6993311","17031821600",64102
"17","031","821700","17031821700","8217","Census Tract 8217","G5020","S","1550162","0","+41.7211699","-087.7153585","17031821700",87500
"17","031","290900","17031290900","2909","Census Tract 2909","G5020","S","996496","0","+41.8624103","-087.7324567","17031290900",28226
"17","031","291200","17031291200","2912","Census Tract 2912","G5020","S","329138","0","+41.8626611","-087.7128746","17031291200",23819
"17","031","421200","17031421200","4212","Census Tract 4212","G5020","S","325749","0","+41.7706621","-087.6089474","17031421200",20500
"17","031","806001","17031806001","8060.01","Census Tract 8060.01","G5020","S","1835739","0","+42.0603600","-087.8491466","17031806001",49912
"17","031","806003","17031806003","8060.03","Census Tract 8060.03","G5020","S","1238825","0","+42.0472842","-087.8504397","17031806003",62859
"17","031","801300","17031801300","8013","Census Tract 8013","G5020","S","1873798","0","+42.0741035","-087.6970402","17031801300",165139
"17","031","801400","17031801400","8014","Census Tract 8014","G5020","S","1434291","0","+42.0711418","-087.7656006","17031801400",131944
"17","031","801603","17031801603","8016.03","Census Tract 8016.03","G5020","S","8032278","152920","+42.0875124","-087.8773337","17031801603",50293
"17","031","801701","17031801701","8017.01","Census Tract 8017.01","G5020","S","2167634","0","+42.1264867","-087.8429419","17031801701",165972
"17","031","806004","17031806004","8060.04","Census Tract 8060.04","G5020","S","2688414","0","+42.0472642","-087.8358348","17031806004",47274
"17","031","806300","17031806300","8063","Census Tract 8063","G5020","S","2011842","0","+42.0379179","-087.9023799","17031806300",84974
"17","031","806400","17031806400","8064","Census Tract 8064","G5020","S","1143690","29233","+42.0288302","-087.8818220","17031806400",84250
"17","031","806501","17031806501","8065.01","Census Tract 8065.01","G5020","S","834963","0","+42.0157961","-087.8910650","17031806501",51667
"17","031","271500","17031271500","2715","Census Tract 2715","G5020","S","162821","0","+41.8717861","-087.7131559","17031271500",28846
"17","031","292200","17031292200","2922","Census Tract 2922","G5020","S","394160","0","+41.8566665","-087.7157306","17031292200",32237
"17","031","292400","17031292400","2924","Census Tract 2924","G5020","S","330658","0","+41.8552397","-087.7223992","17031292400",31083
"17","031","292500","17031292500","2925","Census Tract 2925","G5020","S","982499","0","+41.8551613","-087.7322428","17031292500",40131
"17","031","806700","17031806700","8067","Census Tract 8067","G5020","S","1770972","0","+42.0528083","-087.7228016","17031806700",114167
"17","031","806801","17031806801","8068.01","Census Tract 8068.01","G5020","S","2239500","0","+42.0563812","-087.7395379","17031806801",63580
"17","031","806802","17031806802","8068.02","Census Tract 8068.02","G5020","S","964594","0","+42.0443774","-087.7397696","17031806802",76295
"17","031","806900","17031806900","8069","Census Tract 8069","G5020","S","2740271","0","+42.0567651","-087.7557144","17031806900",75186
"17","031","807000","17031807000","8070","Census Tract 8070","G5020","S","1135605","0","+42.0444492","-087.7555401","17031807000",60542
"17","031","801901","17031801901","8019.01","Census Tract 8019.01","G5020","S","3911138","109657","+42.0949930","-087.8008408","17031801901",92727
"17","031","801902","17031801902","8019.02","Census Tract 8019.02","G5020","S","3175295","0","+42.0865354","-087.7833677","17031801902",150862
"17","031","802100","17031802100","8021","Census Tract 8021","G5020","S","1845008","0","+42.0722616","-087.8115442","17031802100",149286
"17","031","802200","17031802200","8022","Census Tract 8022","G5020","S","4437336","0","+42.0729443","-087.7881169","17031802200",113750
"17","031","271800","17031271800","2718","Census Tract 2718","G5020","S","205986","0","+41.8714964","-087.6984897","17031271800",17905
"17","031","280100","17031280100","2801","Census Tract 2801","G5020","S","564644","29634","+41.8854520","-087.6434977","17031280100",125708
"17","031","301200","17031301200","3012","Census Tract 3012","G5020","S","482205","0","+41.8484171","-087.6914771","17031301200",27328
"17","031","300600","17031300600","3006","Census Tract 3006","G5020","S","328182","0","+41.8479904","-087.7173343","17031300600",44492
"17","031","300700","17031300700","3007","Census Tract 3007","G5020","S","329127","0","+41.8480720","-087.7124504","17031300700",36224
"17","031","301100","17031301100","3011","Census Tract 3011","G5020","S","211425","0","+41.8470290","-087.6979734","17031301100",28723
"17","031","480500","17031480500","4805","Census Tract 4805","G5020","S","1363482","0","+41.7276001","-087.5590911","17031480500",40250
"17","031","490300","17031490300","4903","Census Tract 4903","G5020","S","632685","0","+41.7253813","-087.6191480","17031490300",55667
"17","031","490500","17031490500","4905","Census Tract 4905","G5020","S","1425891","0","+41.7179274","-087.6132064","17031490500",54137
"17","031","802702","17031802702","8027.02","Census Tract 8027.02","G5020","S","5659564","0","+42.0742533","-087.9076154","17031802702",84875
"17","031","520200","17031520200","5202","Census Tract 5202","G5020","S","1108056","109644","+41.7123087","-087.5406913","17031520200",38884
"17","031","520300","17031520300","5203","Census Tract 5203","G5020","S","958354","0","+41.7011139","-087.5395629","17031520300",41860
"17","031","520400","17031520400","5204","Census Tract 5204","G5020","S","725278","0","+41.7030080","-087.5307029","17031520400",44226
"17","031","520500","17031520500","5205","Census Tract 5205","G5020","S","1050137","0","+41.6931158","-087.5308719","17031520500",62311
"17","031","520600","17031520600","5206","Census Tract 5206","G5020","S","1089382","0","+41.6895203","-087.5404000","17031520600",44738
"17","031","660500","17031660500","6605","Census Tract 6605","G5020","S","659363","0","+41.7752434","-087.7079432","17031660500",39137
"17","031","660600","17031660600","6606","Census Tract 6606","G5020","S","658608","0","+41.7772873","-087.6933406","17031660600",27423
"17","031","660700","17031660700","6607","Census Tract 6607","G5020","S","480681","0","+41.7738452","-087.6810955","17031660700",28125
"17","031","660800","17031660800","6608","Census Tract 6608","G5020","S","655390","0","+41.7736413","-087.6932656","17031660800",36783
"17","031","660900","17031660900","6609","Census Tract 6609","G5020","S","1811423","161566","+41.7678191","-087.6990630","17031660900",28817
"17","031","661000","17031661000","6610","Census Tract 6610","G5020","S","1118966","0","+41.7618177","-087.6850469","17031661000",31310
"17","031","802300","17031802300","8023","Census Tract 8023","G5020","S","5217150","0","+42.0904583","-087.8242370","17031802300",112969
"17","031","802402","17031802402","8024.02","Census Tract 8024.02","G5020","S","5417486","75626","+42.1479523","-087.9100992","17031802402",60833
"17","031","802503","17031802503","8025.03","Census Tract 8025.03","G5020","S","1929689","0","+42.1316179","-087.9537743","17031802503",77006
"17","031","802504","17031802504","8025.04","Census Tract 8025.04","G5020","S","3403958","19498","+42.1343263","-087.9370604","17031802504",85388
"17","031","280900","17031280900","2809","Census Tract 2809","G5020","S","114688","0","+41.8786261","-087.6851324","17031280900",18269
"17","031","301600","17031301600","3016","Census Tract 3016","G5020","S","329517","0","+41.8407572","-087.7122520","17031301600",35411
"17","031","490600","17031490600","4906","Census Tract 4906","G5020","S","683115","0","+41.7179734","-087.6283302","17031490600",39527
"17","031","490700","17031490700","4907","Census Tract 4907","G5020","S","639812","0","+41.7107339","-087.6283617","17031490700",39787
"17","031","490800","17031490800","4908","Census Tract 4908","G5020","S","1079253","0","+41.7106828","-087.6153371","17031490800",40612
"17","031","491000","17031491000","4910","Census Tract 4910","G5020","S","1277974","0","+41.6997625","-087.6280536","17031491000",24727
"17","031","491100","17031491100","4911","Census Tract 4911","G5020","S","1321949","0","+41.6997531","-087.6376994","17031491100",41167
"17","031","530200","17031530200","5302","Census Tract 5302","G5020","S","1297343","0","+41.6815612","-087.6323954","17031530200",36448
"17","031","530300","17031530300","5303","Census Tract 5303","G5020","S","1308194","0","+41.6813144","-087.6517524","17031530300",47039
"17","031","530400","17031530400","5304","Census Tract 5304","G5020","S","1312063","0","+41.6740397","-087.6515267","17031530400",58065
"17","031","530600","17031530600","5306","Census Tract 5306","G5020","S","966243","67959","+41.6700882","-087.6191458","17031530600",32566
"17","031","560100","17031560100","5601","Census Tract 5601","G5020","S","693892","48984","+41.8156765","-087.7415910","17031560100",62059
"17","031","670200","17031670200","6702","Census Tract 6702","G5020","S","326542","0","+41.7904247","-087.6620627","17031670200",22143
"17","031","670300","17031670300","6703","Census Tract 6703","G5020","S","326330","0","+41.7903576","-087.6669167","17031670300",20938
"17","031","670400","17031670400","6704","Census Tract 6704","G5020","S","326418","0","+41.7902996","-087.6717698","17031670400",24667
"17","031","661100","17031661100","6611","Census Tract 6611","G5020","S","1299431","0","+41.7607879","-087.7026905","17031661100",54425
"17","031","670100","17031670100","6701","Census Tract 6701","G5020","S","326892","0","+41.7904937","-087.6572084","17031670100",27450
"17","031","670600","17031670600","6706","Census Tract 6706","G5020","S","327032","0","+41.7830054","-087.6715772","17031670600",23021
"17","031","670700","17031670700","6707","Census Tract 6707","G5020","S","326730","0","+41.7830686","-087.6667315","17031670700",35074
"17","031","670800","17031670800","6708","Census Tract 6708","G5020","S","326299","0","+41.7831442","-087.6618790","17031670800",22219
"17","031","670900","17031670900","6709","Census Tract 6709","G5020","S","326291","0","+41.7832124","-087.6570220","17031670900",36875
"17","031","802701","17031802701","8027.01","Census Tract 8027.01","G5020","S","3206984","0","+42.0843917","-087.9166479","17031802701",90106
"17","031","260900","17031260900","2609","Census Tract 2609","G5020","S","228195","0","+41.8710297","-087.7228141","17031260900",28750
"17","031","261000","17031261000","2610","Census Tract 2610","G5020","S","499036","0","+41.8713379","-087.7320094","17031261000",34000
"17","031","281900","17031281900","2819","Census Tract 2819","G5020","S","421312","17458","+41.8786346","-087.6429236","17031281900",102902
"17","031","310200","17031310200","3102","Census Tract 3102","G5020","S","320574","0","+41.8563100","-087.6442091","17031310200",70428
"17","031","310300","17031310300","3103","Census Tract 3103","G5020","S","318572","0","+41.8561439","-087.6489782","17031310300",51576
"17","031","310400","17031310400","3104","Census Tract 3104","G5020","S","124462","0","+41.8565069","-087.6522613","17031310400",62614
"17","031","310500","17031310500","3105","Census Tract 3105","G5020","S","161938","0","+41.8552480","-087.6547400","17031310500",46875
"17","031","491200","17031491200","4912","Census Tract 4912","G5020","S","649492","0","+41.6887765","-087.6374383","17031491200",40167
"17","031","491300","17031491300","4913","Census Tract 4913","G5020","S","646033","0","+41.6888969","-087.6278036","17031491300",30000
"17","031","491400","17031491400","4914","Census Tract 4914","G5020","S","829869","0","+41.6891232","-087.6168215","17031491400",29737
"17","031","500100","17031500100","5001","Census Tract 5001","G5020","S","2652722","0","+41.7146834","-087.5950247","17031500100",46517
"17","031","500200","17031500200","5002","Census Tract 5002","G5020","S","2042414","0","+41.7008552","-087.6003086","17031500200",27247
"17","031","500300","17031500300","5003","Census Tract 5003","G5020","S","709172","0","+41.6893150","-087.6053698","17031500300",42263
"17","031","560200","17031560200","5602","Census Tract 5602","G5020","S","662049","0","+41.8113309","-087.7478273","17031560200",48250
"17","031","560300","17031560300","5603","Census Tract 5603","G5020","S","653932","0","+41.8039075","-087.7479870","17031560300",51034
"17","031","560700","17031560700","5607","Census Tract 5607","G5020","S","661239","0","+41.7964626","-087.7575202","17031560700",56452
"17","031","560800","17031560800","5608","Census Tract 5608","G5020","S","1321148","0","+41.7962056","-087.7721659","17031560800",70102
"17","031","560900","17031560900","5609","Census Tract 5609","G5020","S","1319260","0","+41.7957702","-087.7916514","17031560900",96326
"17","031","561000","17031561000","5610","Census Tract 5610","G5020","S","1328253","0","+41.7885022","-087.7915033","17031561000",99667
"17","031","801702","17031801702","8017.02","Census Tract 8017.02","G5020","S","3334398","13426","+42.1252389","-087.8281456","17031801702",109821
"17","031","010300","17031010300","103","Census Tract 103","G5020","S","472017","0","+42.0159407","-087.6665351","17031010300",38866
"17","031","010400","17031010400","104","Census Tract 104","G5020","S","548761","602605","+42.0064109","-087.6588157","17031010400",39152
"17","031","010600","17031010600","106","Census Tract 106","G5020","S","495017","0","+42.0062774","-087.6676830","17031010600",47549
"17","031","020100","17031020100","201","Census Tract 201","G5020","S","411154","0","+42.0157210","-087.6871169","17031020100",51346
"17","031","280800","17031280800","2808","Census Tract 2808","G5020","S","237357","0","+41.8785967","-087.6889009","17031280800",17143
"17","031","420300","17031420300","4203","Census Tract 4203","G5020","S","245119","0","+41.7832241","-087.5986970","17031420300",39091
"17","031","806600","17031806600","8066","Census Tract 8066","G5020","S","2823597","122767","+42.0034176","-087.8730733","17031806600",82708
"17","031","806502","17031806502","8065.02","Census Tract 8065.02","G5020","S","2501757","0","+42.0165186","-087.8782739","17031806502",71359
"17","031","805902","17031805902","8059.02","Census Tract 8059.02","G5020","S","3024498","0","+42.0329109","-087.8472076","17031805902",103417
"17","031","100200","17031100200","1002","Census Tract 1002","G5020","S","2104698","0","+41.9956583","-087.7943145","17031100200",74201
"17","031","804805","17031804805","8048.05","Census Tract 8048.05","G5020","S","3302504","0","+42.0200706","-088.1290843","17031804805",83662
"17","031","020200","17031020200","202","Census Tract 202","G5020","S","1241961","0","+42.0156903","-087.6995191","17031020200",66831
"17","031","804202","17031804202","8042.02","Census Tract 8042.02","G5020","S","13527628","579346","+42.1014508","-088.1308489","17031804202",122931
"17","031","804701","17031804701","8047.01","Census Tract 8047.01","G5020","S","12575108","143185","+42.0516883","-088.1606437","17031804701",62756
"17","031","803605","17031803605","8036.05","Census Tract 8036.05","G5020","S","3191635","40495","+42.1280433","-088.0248514","17031803605",95089
"17","031","130200","17031130200","1302","Census Tract 1302","G5020","S","2075996","3028","+41.9818378","-087.7375733","17031130200",79167
"17","031","804306","17031804306","8043.06","Census Tract 8043.06","G5020","S","2536348","0","+42.0219819","-088.1740085","17031804306",64310
"17","031","020400","17031020400","204","Census Tract 204","G5020","S","555577","0","+42.0084880","-087.6859118","17031020400",63977
"17","031","080202","17031080202","802.02","Census Tract 802.02","G5020","S","155240","0","+41.9058589","-087.6309010","17031080202",83806
"17","031","240200","17031240200","2402","Census Tract 2402","G5020","S","166088","0","+41.9124417","-087.6701816","17031240200",128864
"17","031","824105","17031824105","8241.05","Census Tract 8241.05","G5020","S","4408746","0","+41.6378233","-087.8374922","17031824105",106978
"17","031","611800","17031611800","6118","Census Tract 6118","G5020","S","327809","0","+41.7976477","-087.6671138","17031611800",34333
"17","031","829901","17031829901","8299.01","Census Tract 8299.01","G5020","S","13662312","43099","+41.5496776","-087.7612104","17031829901",77098
"17","031","060200","17031060200","602","Census Tract 602","G5020","S","318279","0","+41.9579036","-087.6715175","17031060200",72679
"17","031","221200","17031221200","2212","Census Tract 2212","G5020","S","330421","0","+41.9210831","-087.7046499","17031221200",91354
"17","031","826500","17031826500","8265","Census Tract 8265","G5020","S","3535059","57239","+41.6319154","-087.6156118","17031826500",41653
"17","031","825302","17031825302","8253.02","Census Tract 8253.02","G5020","S","5837508","0","+41.5811669","-087.7574059","17031825302",62214
"17","031","824107","17031824107","8241.07","Census Tract 8241.07","G5020","S","3813486","0","+41.6084180","-087.8133108","17031824107",73825
"17","031","830202","17031830202","8302.02","Census Tract 8302.02","G5020","S","3150251","25898","+41.4919970","-087.6925217","17031830202",96607
"17","031","061200","17031061200","612","Census Tract 612","G5020","S","174670","0","+41.9490599","-087.6616427","17031061200",112292
"17","031","808200","17031808200","8082","Census Tract 8082","G5020","S","2630428","0","+42.0264200","-087.7973221","17031808200",70169
"17","031","030200","17031030200","302","Census Tract 302","G5020","S","666198","0","+41.9944414","-087.6652300","17031030200",65810
"17","031","030300","17031030300","303","Census Tract 303","G5020","S","314151","0","+41.9943875","-087.6725348","17031030300",38427
"17","031","030400","17031030400","304","Census Tract 304","G5020","S","346486","0","+41.9869515","-087.6720788","17031030400",50781
"17","031","030900","17031030900","309","Census Tract 309","G5020","S","408716","0","+41.9797951","-087.6714454","17031030900",95958
"17","031","031000","17031031000","310","Census Tract 310","G5020","S","424897","0","+41.9724370","-087.6711094","17031031000",81291
"17","031","823603","17031823603","8236.03","Census Tract 8236.03","G5020","S","2164915","330290","+41.6499736","-087.7105022","17031823603",40521
"17","031","980000","17031980000","9800","Census Tract 9800","G5020","S","19889961","92402","+41.9794191","-087.9024376","17031980000",-666666666
"17","031","822400","17031822400","8224","Census Tract 8224","G5020","S","2388206","0","+41.7229415","-087.7884717","17031822400",41902
"17","031","815702","17031815702","8157.02","Census Tract 8157.02","G5020","S","3331643","26161","+41.8283595","-087.8169399","17031815702",91607
"17","031","600600","17031600600","6006","Census Tract 6006","G5020","S","394134","11665","+41.8424685","-087.6557510","17031600600",36005
"17","031","817900","17031817900","8179","Census Tract 8179","G5020","S","3310338","0","+41.8587807","-087.8450055","17031817900",47847
"17","031","811900","17031811900","8119","Census Tract 8119","G5020","S","3572449","0","+41.9008459","-087.8189279","17031811900",126250
"17","031","420600","17031420600","4206","Census Tract 4206","G5020","S","243609","0","+41.7830135","-087.6132777","17031420600",23625
"17","031","110100","17031110100","1101","Census Tract 1101","G5020","S","1844324","0","+41.9874756","-087.7696729","17031110100",79122
"17","031","031400","17031031400","314","Census Tract 314","G5020","S","1489275","1040213","+41.9584475","-087.6424095","17031031400",69590
"17","031","040900","17031040900","409","Census Tract 409","G5020","S","321854","0","+41.9631847","-087.6838544","17031040900",76964
"17","031","050200","17031050200","502","Census Tract 502","G5020","S","652253","0","+41.9577405","-087.6837168","17031050200",85671
"17","031","050300","17031050300","503","Census Tract 503","G5020","S","380031","14700","+41.9578851","-087.6904442","17031050300",84844
"17","031","811600","17031811600","8116","Census Tract 8116","G5020","S","2931455","0","+41.9511884","-087.8722007","17031811600",50703
"17","031","818600","17031818600","8186","Census Tract 8186","G5020","S","2474623","0","+41.8402366","-087.8655151","17031818600",86331
"17","031","804807","17031804807","8048.07","Census Tract 8048.07","G5020","S","2364667","0","+42.0103801","-088.1199897","17031804807",80957
"17","031","801800","17031801800","8018","Census Tract 8018","G5020","S","10726805","334524","+42.1151825","-087.7875818","17031801800",140789
"17","031","800400","17031800400","8004","Census Tract 8004","G5020","S","2969027","3498337","+42.1116252","-087.7290577","17031800400",250001
"17","031","071700","17031071700","717","Census Tract 717","G5020","S","159951","0","+41.9128666","-087.6410717","17031071700",162054
"17","031","031800","17031031800","318","Census Tract 318","G5020","S","235150","0","+41.9670114","-087.6706209","17031031800",78558
"17","031","819000","17031819000","8190","Census Tract 8190","G5020","S","6276512","562","+41.8259449","-087.8950412","17031819000",135208
"17","031","824506","17031824506","8245.06","Census Tract 8245.06","G5020","S","6536674","0","+41.6174198","-087.7826943","17031824506",66024
"17","031","823903","17031823903","8239.03","Census Tract 8239.03","G5020","S","5568051","123669","+41.6612104","-087.8180974","17031823903",83828
"17","031","815701","17031815701","8157.01","Census Tract 8157.01","G5020","S","1882610","0","+41.8367113","-087.8110754","17031815701",125486
"17","031","802900","17031802900","8029","Census Tract 8029","G5020","S","4547458","0","+42.0971614","-087.9690169","17031802900",130909
"17","031","031700","17031031700","317","Census Tract 317","G5020","S","477478","0","+41.9654466","-087.6631954","17031031700",56175
"17","031","610400","17031610400","6104","Census Tract 6104","G5020","S","163180","0","+41.8103984","-087.6674491","17031610400",35804
"17","031","671400","17031671400","6714","Census Tract 6714","G5020","S","495626","0","+41.7737921","-087.6762289","17031671400",23636
"17","031","050600","17031050600","506","Census Tract 506","G5020","S","332317","0","+41.9505477","-087.6761824","17031050600",105513
"17","031","050500","17031050500","505","Census Tract 505","G5020","S","652578","0","+41.9504474","-087.6835073","17031050500",133845
"17","031","823904","17031823904","8239.04","Census Tract 8239.04","G5020","S","3707968","29482","+41.6578494","-087.8045131","17031823904",85119
"17","031","820103","17031820103","8201.03","Census Tract 8201.03","G5020","S","3054183","0","+41.7899375","-087.8661978","17031820103",64152
"17","031","805801","17031805801","8058.01","Census Tract 8058.01","G5020","S","1869984","58160","+42.0183800","-087.8631205","17031805801",95489
"17","031","071600","17031071600","716","Census Tract 716","G5020","S","162169","0","+41.9164722","-087.6411823","17031071600",142583
"17","031","828505","17031828505","8285.05","Census Tract 8285.05","G5020","S","12386600","95279","+41.5444212","-087.5604695","17031828505",51485
"17","031","830004","17031830004","8300.04","Census Tract 8300.04","G5020","S","8423144","24132","+41.5153161","-087.7286213","17031830004",85750
"17","031","828503","17031828503","8285.03","Census Tract 8285.03","G5020","S","9156093","98023","+41.5027587","-087.5689506","17031828503",38918
"17","031","802002","17031802002","8020.02","Census Tract 8020.02","G5020","S","3224289","0","+42.0732216","-087.8320772","17031802002",118542
"17","031","826202","17031826202","8262.02","Census Tract 8262.02","G5020","S","2167687","0","+41.5931683","-087.5363681","17031826202",39375
"17","031","490400","17031490400","4904","Census Tract 4904","G5020","S","237759","0","+41.7236539","-087.6108237","17031490400",51141
"17","031","818401","17031818401","8184.01","Census Tract 8184.01","G5020","S","6836879","0","+41.8614157","-087.9031234","17031818401",76042
"17","031","801605","17031801605","8016.05","Census Tract 8016.05","G5020","S","4718450","75314","+42.1330785","-087.8631118","17031801605",138992
"17","031","800700","17031800700","8007","Census Tract 8007","G5020","S","3984242","0","+42.0847062","-087.7425823","17031800700",196371
"17","031","062300","17031062300","623","Census Tract 623","G5020","S","163311","0","+41.9416278","-087.6614432","17031062300",154000
"17","031","823102","17031823102","8231.02","Census Tract 8231.02","G5020","S","3646335","32715","+41.6857372","-087.7792908","17031823102",71830
"17","031","630400","17031630400","6304","Census Tract 6304","G5020","S","658248","0","+41.7972545","-087.6987811","17031630400",32683
"17","031","010100","17031010100","101","Census Tract 101","G5020","S","379751","0","+42.0212564","-087.6698316","17031010100",37985
"17","031","822802","17031822802","8228.02","Census Tract 8228.02","G5020","S","1305003","0","+41.6975608","-087.7278727","17031822802",64646
"17","031","827902","17031827902","8279.02","Census Tract 8279.02","G5020","S","3873524","31792","+41.5856200","-087.5451769","17031827902",47844
"17","031","829902","17031829902","8299.02","Census Tract 8299.02","G5020","S","12826597","201193","+41.5395133","-087.7276252","17031829902",77518
"17","031","808400","17031808400","8084","Census Tract 8084","G5020","S","3153675","0","+42.0487380","-087.7938583","17031808400",83634
"17","031","680600","17031680600","6806","Census Tract 6806","G5020","S","326466","0","+41.7832811","-087.6521652","17031680600",28304
"17","031","803010","17031803010","8030.10","Census Tract 8030.10","G5020","S","2585560","28559","+42.1512524","-087.9799990","17031803010",111042
"17","031","804505","17031804505","8045.05","Census Tract 8045.05","G5020","S","3088849","0","+41.9936149","-088.1751552","17031804505",67907
"17","031","804606","17031804606","8046.06","Census Tract 8046.06","G5020","S","5008947","61278","+42.0091360","-088.0480798","17031804606",104968
"17","031","804712","17031804712","8047.12","Census Tract 8047.12","G5020","S","2381498","58189","+42.0365788","-088.1261143","17031804712",95949
